id_metrica,nombre_variable,valor_ha,valor_km2,porcentaje_relativo,crs,resolucion_espacial_m,fecha_evaluacion
1,area_total_afectada,2947.67169596177,29.4767169596177,100.00,EPSG:32620,30,2026-06-30
